flat_type,price,address,buildup_area,age_of_property,which_floor,furnishing,bedrooms,bathrooms,balcony,parking
2 BHK Flat,1.55,Powai,1027,10.0,17.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.55,Malad West,990,10.0,8.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.65,Sewri,922,20.0,10.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.16,Kanjurmarg East,950,1.0,50.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.19,Mira Road East,1010,10.0,14.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.9,Parel,912,10.0,12.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.5,Chembur,1050,4.0,15.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.54,Chembur,1052,4.0,16.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,2.25,Chembur,1112,2.0,15.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,1.95,Chembur,1250,1.0,15.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.9,Chembur,1121,3.0,15.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.25,Mulund West,1050,2.0,38.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.0,Mulund West,950,5.0,40.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,0.43,Virar West,895,4.0,15.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,2.8,Andheri West,1000,4.0,21.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.65,Virar West,890,8.0,14.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,0.55,Virar West,1100,1.0,4.0,Fully Furnished,2.0,1.0,,yes
2 BHK Flat,1.45,Mulund West,850,20.0,9.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.6,Goregaon East,850,5.0,32.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.25,Parel,1250,10.0,27.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,0.46,Virar West,850,7.0,14.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.45,Kandivali East,855,19.0,7.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,4.1,Mazgaon,1500,12.0,10.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,4.15,Mazgaon,1450,10.0,12.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,2.1,Malad West,940,15.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.82,Bhandup West,1050,5.0,36.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.5,Mulund West,850,25.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.8,Mulund West,964,15.0,17.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.4,Mulund West,815,20.0,8.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,1.4,Sakinaka,903,10.0,12.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,1.55,Kandivali East,1100,10.0,21.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.78,Bhayandar East,700,12.0,7.0,Semi Furnished,1.0,2.0,,yes
2 BHK Flat,1.7,Andheri East,712,1.0,18.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.75,Andheri East,715,1.0,18.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.8,Andheri East,720,1.0,18.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.9,Powai,968,15.0,20.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,2.15,Wadala,660,8.0,14.0,Semi Furnished,2.0,1.0,0.0,yes
2 BHK Flat,2.7,Powai,1250,7.0,22.0,Semi Furnished,2.0,1.0,1.0,yes
2 BHK Flat,1.5,Kandivali East,800,10.0,7.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.1,Powai,985,15.0,26.0,Semi Furnished,1.0,1.0,,yes
2 BHK Flat,0.98,Bhayandar East,1060,6.0,16.0,Semi Furnished,3.0,,,yes
2 BHK Flat,1.5,Wadala,588,10.0,7.0,Semi Furnished,2.0,1.0,0.0,yes
2 BHK Flat,1.71,Wadala,640,8.0,12.0,Semi Furnished,2.0,1.0,0.0,yes
2 BHK Flat,2.01,Wadala,710,8.0,32.0,Semi Furnished,2.0,1.0,0.0,yes
2 BHK Flat,3.25,Borivali West,1300,5.0,16.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.5,Borivali West,1200,5.0,16.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,3.75,Kandivali East,1200,5.0,16.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,2.5,Kandivali East,1000,5.0,36.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.1,Santacruz West,774,1.0,9.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.36,Mira Road East,1070,5.0,16.0,Fully Furnished,2.0,3.0,,yes
2 BHK Flat,2.58,Powai,888,10.0,22.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,3.17,Santacruz West,843,1.0,9.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,4.26,Santacruz West,878,1.0,13.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.15,Bhandup West,700,5.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.4,Bhayandar East,820,9.0,12.0,Unfurnished,2.0,3.0,,yes
2 BHK Flat,5.65,Bandra West,1550,15.0,13.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,3.3,Borivali East,1250,1.0,42.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.7,Kandivali East,930,20.0,21.0,Unfurnished,2.0,,0.0,no
2 BHK Flat,1.31,Mira Road East,1000,9.0,16.0,Semi Furnished,2.0,,,yes
2 BHK Flat,3.5,Khar West,900,20.0,8.0,Fully Furnished,2.0,,0.0,no
2 BHK Flat,3.75,Bandra West,1050,20.0,8.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,1.86,Andheri East,735,1.0,18.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.9,Goregaon West,950,5.0,30.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,4.25,Parel,1042,5.0,65.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.82,Wadala East,955,10.0,18.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,3.05,Wadala East,1192,1.0,40.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.7,Mulund West,825,8.0,7.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,1.93,Wadala East,955,12.0,19.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.87,Wadala East,950,12.0,17.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.9,Bhandup West,770,5.0,36.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.7,Wadala East,955,10.0,18.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.87,Wadala East,795,10.0,7.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.9,Wadala East,955,12.0,18.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.85,Wadala East,955,10.0,7.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.95,Wadala East,955,12.0,18.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.22,Boisar,620,8.0,4.0,Semi Furnished,3.0,,,yes
2 BHK Flat,2.55,Powai,1050,5.0,20.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.6,Borivali West,700,3.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.36,Bhandup West,621,10.0,22.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,5.0,Tardeo,1209,25.0,4.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.72,Borivali West,850,10.0,11.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,3.8,Powai,1250,10.0,22.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,3.5,Parel,960,1.0,40.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.66,Powai,950,25.0,7.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.9,Powai,1100,25.0,7.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.65,Powai,960,25.0,7.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.9,Powai,780,5.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.2,Powai,780,5.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.0,Powai,780,5.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.4,Lower Parel,650,10.0,22.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.5,Goregaon West,1050,5.0,45.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,0.5,Virar West,850,3.0,17.0,Semi Furnished,2.0,2.0,4.0,yes
2 BHK Flat,1.15,Kurla West,1050,2.0,7.0,Semi Furnished,2.0,2.0,2.0,no
2 BHK Flat,2.4,Dadar West,565,5.0,16.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.25,Kurla West,900,4.0,6.0,Unfurnished,2.0,2.0,0.0,no
2 BHK Flat,1.15,Kurla West,1050,5.0,16.0,Semi Furnished,2.0,2.0,2.0,no
2 BHK Flat,1.35,Kurla West,900,7.0,6.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,1.2,Kurla West,1000,12.0,3.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,6.5,Bandra West,2000,10.0,8.0,Fully Furnished,2.0,1.0,,yes
2 BHK Flat,0.45,Virar West,950,4.0,15.0,Semi Furnished,2.0,2.0,4.0,yes
2 BHK Flat,1.6,Chembur,780,15.0,17.0,Unfurnished,2.0,3.0,0.0,yes
2 BHK Flat,1.5,Kurla West,1050,12.0,4.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,1.95,Powai,780,5.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.25,Andheri West,1100,15.0,14.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.7,Goregaon West,1130,10.0,19.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,2.72,Byculla,957,5.0,16.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.0,Bhandup West,900,4.0,21.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.55,Mulund West,780,20.0,8.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.9,Vikhroli East,1250,5.0,28.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.25,Andheri West,1300,15.0,15.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.75,Kamathipura,1455,20.0,8.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,4.0,Matunga East,700,10.0,10.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,3.1,Kandivali East,1080,12.0,22.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,2.5,Andheri West,1000,10.0,7.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.72,Bhandup West,800,10.0,25.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.05,Bhandup West,900,5.0,38.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.5,Kandivali East,800,15.0,7.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.9,Kandivali East,790,10.0,8.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.65,Kandivali East,835,15.0,7.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.9,Kamathipura,1235,5.0,72.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,5.25,Colaba,1000,20.0,32.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,4.5,Colaba,1000,20.0,32.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.95,Vikhroli East,575,8.0,15.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.65,Bhandup West,800,2.0,30.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.2,Bhandup West,600,20.0,4.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,12.0,Colaba,2030,20.0,6.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.4,Kandivali East,1250,7.0,11.0,Semi Furnished,2.0,3.0,1.0,yes
2 BHK Flat,1.95,Kandivali East,1120,5.0,21.0,Unfurnished,2.0,3.0,,yes
2 BHK Flat,1.8,Kanjurmarg West,560,10.0,40.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,4.85,Prabhadevi,1020,15.0,19.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,3.4,Wadala East,800,4.0,34.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,3.65,Sion,955,4.0,40.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,6.5,Colaba,1000,20.0,32.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.4,Virar West,700,8.0,16.0,Unfurnished,2.0,2.0,3.0,no
2 BHK Flat,1.49,Malad West,786,6.0,23.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,3.4,Powai,1250,3.0,29.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.55,Powai,1300,2.0,23.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.75,Kanjurmarg West,800,2.0,38.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.55,Kandivali East,800,20.0,7.0,Unfurnished,,,,no
2 BHK Flat,2.0,Kanjurmarg East,800,4.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.05,Borivali East,1150,7.0,19.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.25,Mulund West,850,6.0,21.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,3.0,Mahim,700,10.0,3.0,Fully Furnished,2.0,1.0,,yes
2 BHK Flat,2.25,Kanjurmarg East,920,1.0,55.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.7,Andheri West,1000,1.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.49,Virar West,950,4.0,15.0,Semi Furnished,1.0,3.0,,yes
2 BHK Flat,1.7,Mulund East,875,15.0,7.0,Fully Furnished,2.0,2.0,0.0,no
2 BHK Flat,1.93,Powai,970,5.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.75,Powai,975,5.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.4,Virar West,900,4.0,12.0,Semi Furnished,2.0,1.0,3.0,yes
2 BHK Flat,0.54,Virar West,820,1.0,19.0,Semi Furnished,1.0,3.0,,yes
2 BHK Flat,2.05,Malad East,950,8.0,25.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.4,Goregaon East,1080,8.0,26.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,2.65,Malad East,1050,9.0,38.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.5,Kandivali East,1325,10.0,15.0,Fully Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.7,Kandivali West,990,5.0,13.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.5,Borivali East,720,1.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.1,Mira Road East,1150,1.0,14.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,0.36,Naigaon East,950,10.0,4.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,1.76,Andheri East,796,1.0,10.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.84,Mira Road East,920,7.0,7.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.25,Kandivali East,850,20.0,9.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.95,Kandivali East,1010,15.0,21.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.3,Kandivali East,660,25.0,7.0,Semi Furnished,2.0,1.0,0.0,yes
2 BHK Flat,1.85,Malad East,950,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.52,Chembur,800,3.0,18.0,Unfurnished,2.0,2.0,,yes
2 BHK Flat,2.5,Chembur,870,8.0,15.0,Unfurnished,2.0,1.0,,yes
2 BHK Flat,1.7,Andheri East,782,1.0,10.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.15,Chembur,850,10.0,8.0,Fully Furnished,2.0,1.0,,yes
2 BHK Flat,2.75,Powai,950,1.0,24.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.69,Andheri East,724,1.0,11.0,Unfurnished,2.0,2.0,0.0,yes
3 BHK Flat,2.4,Wadala East,820,1.0,22.0,Unfurnished,3.0,3.0,0.0,no
3 BHK Flat,3.2,Mulund West,1061,2.0,38.0,Unfurnished,3.0,2.0,1.0,yes
3 BHK Flat,6.6,Lower Parel,1092,8.0,78.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,6.8,Byculla,1420,2.0,72.0,Unfurnished,3.0,1.0,,yes
3 BHK Flat,2.3,Mulund West,859,1.0,17.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,0.66,Virar West,1350,4.0,15.0,Semi Furnished,1.0,4.0,,yes
3 BHK Flat,8.5,Lower Parel,2000,5.0,60.0,Semi Furnished,3.0,2.0,1.0,yes
3 BHK Flat,3.5,Mulund West,1500,1.0,40.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,2.81,Borivali West,968,5.0,29.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,5.5,Powai,2000,1.0,22.0,Semi Furnished,3.0,2.0,2.0,yes
3 BHK Flat,2.86,Kanjurmarg West,955,3.0,48.0,Semi Furnished,3.0,3.0,1.0,yes
3 BHK Flat,4.0,Mahim,1200,50.0,3.0,Fully Furnished,2.0,1.0,,yes
3 BHK Flat,3.73,Mulund West,1550,5.0,16.0,Semi Furnished,3.0,3.0,1.0,yes
3 BHK Flat,2.85,Borivali East,1050,9.0,19.0,Semi Furnished,3.0,2.0,0.0,yes
3 BHK Flat,10.1,Churchgate,1542,71.0,6.0,Unfurnished,3.0,3.0,,yes
3 BHK Flat,12.5,Bandra West,2990,8.0,13.0,Semi Furnished,3.0,3.0,,yes
3 BHK Flat,8.0,Sion,2200,20.0,11.0,Semi Furnished,2.0,1.0,,yes
3 BHK Flat,1.85,Bhandup West,1050,12.0,22.0,Semi Furnished,3.0,2.0,0.0,yes
3 BHK Flat,3.28,Powai,1502,8.0,22.0,Semi Furnished,3.0,2.0,1.0,yes
3 BHK Flat,3.8,Chembur,1130,5.0,16.0,Semi Furnished,3.0,,0.0,yes
3 BHK Flat,4.0,Borivali West,1600,10.0,18.0,Fully Furnished,3.0,1.0,,yes
3 BHK Flat,3.6,Mulund West,1127,3.0,45.0,Semi Furnished,3.0,3.0,0.0,yes
3 BHK Flat,2.7,Mulund West,1062,5.0,16.0,Semi Furnished,3.0,3.0,0.0,yes
3 BHK Flat,4.6,Sion,1560,5.0,42.0,Semi Furnished,3.0,2.0,1.0,yes
3 BHK Flat,2.1,Sakinaka,1500,5.0,12.0,Unfurnished,3.0,3.0,3.0,yes
3 BHK Flat,3.5,Chembur,1670,7.0,12.0,Unfurnished,3.0,3.0,3.0,yes
3 BHK Flat,3.1,Malad West,2000,25.0,12.0,Semi Furnished,3.0,1.0,,yes
3 BHK Flat,3.3,Santacruz East,1200,1.0,9.0,Unfurnished,3.0,,0.0,yes
3 BHK Flat,3.1,Wadala,1395,12.0,18.0,Semi Furnished,3.0,3.0,0.0,yes
3 BHK Flat,8.1,Wadala,1655,5.0,67.0,Semi Furnished,3.0,2.0,1.0,yes
3 BHK Flat,3.4,Dadar East,900,15.0,11.0,Semi Furnished,3.0,2.0,,yes
3 BHK Flat,7.7,Bandra East,1850,5.0,21.0,Semi Furnished,3.0,3.0,2.0,yes
3 BHK Flat,3.25,Powai,1300,10.0,23.0,Unfurnished,3.0,3.0,1.0,yes
3 BHK Flat,4.25,Powai,1350,10.0,36.0,Semi Furnished,3.0,2.0,0.0,yes
3 BHK Flat,1.75,Malad West,1150,20.0,7.0,Unfurnished,3.0,,0.0,yes
3 BHK Flat,2.9,Powai,1313,10.0,22.0,Unfurnished,3.0,2.0,1.0,yes
3 BHK Flat,2.15,Kandivali East,1330,5.0,35.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,5.1,Sion,1550,5.0,43.0,Semi Furnished,4.0,4.0,,yes
3 BHK Flat,2.7,Dahisar West,1250,15.0,18.0,Semi Furnished,3.0,3.0,3.0,yes
3 BHK Flat,2.25,Mira Road East,1320,5.0,23.0,Semi Furnished,3.0,4.0,4.0,yes
3 BHK Flat,3.65,Sion,1076,5.0,42.0,Semi Furnished,3.0,2.0,4.0,yes
3 BHK Flat,2.1,Kandivali West,1000,12.0,15.0,Semi Furnished,3.0,3.0,0.0,yes
3 BHK Flat,1.7,Mira Road East,1350,1.0,30.0,Semi Furnished,3.0,3.0,3.0,yes
3 BHK Flat,2.25,Borivali West,1200,1.0,9.0,Unfurnished,3.0,,0.0,yes
3 BHK Flat,2.75,Dahisar West,1510,5.0,18.0,Unfurnished,3.0,3.0,,yes
3 BHK Flat,2.5,Dahisar West,1200,10.0,15.0,Semi Furnished,3.0,4.0,0.0,yes
3 BHK Flat,9.25,Cuffe Parade,1750,40.0,20.0,Semi Furnished,3.0,1.0,,yes
3 BHK Flat,4.0,Khar West,1000,20.0,7.0,Fully Furnished,3.0,3.0,2.0,yes
3 BHK Flat,2.5,Kurla West,1300,2.0,14.0,Semi Furnished,3.0,3.0,0.0,yes
3 BHK Flat,12.0,Santacruz West,1400,5.0,11.0,Semi Furnished,3.0,,0.0,yes
3 BHK Flat,2.86,Mulund East,1300,2.0,20.0,Semi Furnished,3.0,2.0,,yes
3 BHK Flat,3.0,Dahisar West,1360,2.0,20.0,Fully Furnished,3.0,3.0,3.0,yes
3 BHK Flat,2.5,Bhandup West,1150,10.0,21.0,Semi Furnished,2.0,,0.0,yes
3 BHK Flat,6.0,Powai,1470,9.0,36.0,Semi Furnished,3.0,3.0,0.0,yes
3 BHK Flat,2.7,Santacruz East,1600,2.0,9.0,Fully Furnished,3.0,3.0,,yes
3 BHK Flat,3.25,Santacruz East,1140,7.0,13.0,Semi Furnished,3.0,,0.0,yes
3 BHK Flat,2.0,Bhandup West,773,10.0,20.0,Semi Furnished,3.0,3.0,1.0,yes
3 BHK Flat,2.8,Bhandup West,1000,5.0,38.0,Fully Furnished,3.0,2.0,2.0,yes
3 BHK Flat,10.33,Lower Parel,2065,8.0,57.0,Fully Furnished,3.0,3.0,3.0,yes
3 BHK Flat,3.12,Wadala,1100,2.0,44.0,Semi Furnished,3.0,2.0,0.0,yes
3 BHK Flat,2.5,Chembur,864,3.0,15.0,Semi Furnished,3.0,,0.0,yes
3 BHK Flat,3.75,Chembur,1205,5.0,16.0,Fully Furnished,3.0,2.0,0.0,yes
3 BHK Flat,4.75,Lower Parel,1500,5.0,54.0,Semi Furnished,3.0,3.0,1.0,yes
3 BHK Flat,8.5,Lower Parel,1950,5.0,78.0,Semi Furnished,3.0,4.0,0.0,yes
3 BHK Flat,9.5,Worli,1665,20.0,7.0,Semi Furnished,2.0,,0.0,yes
3 BHK Flat,4.5,Borivali West,1150,7.0,18.0,Fully Furnished,3.0,3.0,1.0,yes
3 BHK Flat,5.0,Santacruz West,1525,5.0,7.0,Semi Furnished,3.0,,0.0,yes
3 BHK Flat,6.15,Parel,1550,15.0,15.0,Semi Furnished,3.0,1.0,,yes
3 BHK Flat,5.75,Mazgaon,1820,4.0,26.0,Semi Furnished,3.0,1.0,,yes
3 BHK Flat,2.4,Kandivali West,1100,15.0,23.0,Semi Furnished,3.0,3.0,0.0,yes
3 BHK Flat,5.5,Khar West,1280,10.0,11.0,Semi Furnished,3.0,2.0,,yes
3 BHK Flat,3.5,Kandivali West,1400,4.0,22.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,5.3,Parel,1260,1.0,40.0,Unfurnished,3.0,,0.0,yes
3 BHK Flat,0.85,Virar West,1265,5.0,7.0,Unfurnished,3.0,3.0,3.0,no
3 BHK Flat,1.67,Mira Road East,1450,7.0,14.0,Fully Furnished,3.0,3.0,3.0,yes
3 BHK Flat,8.99,Cumballa Hill,1900,25.0,6.0,Fully Furnished,4.0,,0.0,yes
3 BHK Flat,9.0,Santacruz West,1740,10.0,12.0,Semi Furnished,3.0,,0.0,yes
3 BHK Flat,9.0,Parel,1750,6.0,51.0,Fully Furnished,3.0,3.0,1.0,yes
3 BHK Flat,5.75,Bandra West,1200,20.0,12.0,Fully Furnished,3.0,2.0,,yes
3 BHK Flat,3.5,Andheri East,1250,5.0,12.0,Fully Furnished,3.0,3.0,1.0,yes
3 BHK Flat,3.3,Powai,1450,10.0,20.0,Unfurnished,3.0,3.0,1.0,yes
3 BHK Flat,3.3,Powai,1502,8.0,21.0,Semi Furnished,3.0,2.0,1.0,yes
3 BHK Flat,5.2,Borivali East,1250,1.0,52.0,Unfurnished,3.0,1.0,,yes
3 BHK Flat,1.7,Kandivali West,774,8.0,8.0,Semi Furnished,3.0,2.0,0.0,yes
3 BHK Flat,2.95,Chembur,1450,5.0,15.0,Semi Furnished,3.0,3.0,1.0,yes
3 BHK Flat,2.96,Chembur,1459,4.0,15.0,Unfurnished,3.0,3.0,1.0,yes
3 BHK Flat,4.6,Andheri West,1295,12.0,35.0,Unfurnished,3.0,2.0,1.0,yes
3 BHK Flat,4.7,Borivali East,1590,1.0,65.0,Semi Furnished,3.0,3.0,1.0,yes
3 BHK Flat,7.25,Santacruz West,1800,7.0,12.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,3.05,Borivali West,1046,4.0,9.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,2.4,Bhandup West,1300,4.0,30.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,3.65,Powai,1600,15.0,7.0,Semi Furnished,3.0,1.0,,yes
3 BHK Flat,1.35,Mira Road East,980,6.0,12.0,Semi Furnished,3.0,3.0,3.0,yes
3 BHK Flat,2.09,Mulund West,1100,2.0,17.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,3.8,Mulund West,1395,20.0,21.0,Semi Furnished,3.0,3.0,1.0,yes
3 BHK Flat,0.56,Virar West,1074,8.0,7.0,Unfurnished,3.0,3.0,1.0,yes
3 BHK Flat,3.9,Kandivali East,1259,4.0,54.0,Unfurnished,3.0,3.0,1.0,yes
3 BHK Flat,3.15,Mulund West,1506,10.0,18.0,Semi Furnished,3.0,2.0,2.0,yes
3 BHK Flat,0.65,Nalasopara West,1250,6.0,8.0,Unfurnished,2.0,4.0,,yes
3 BHK Flat,5.0,Andheri West,1300,20.0,25.0,Unfurnished,3.0,,0.0,yes
3 BHK Flat,2.8,Mulund West,1300,8.0,35.0,Fully Furnished,3.0,3.0,1.0,yes
